date, pm25, pm10, o3, no2, so2, co
2021/10/24, 32, , , 7, , 1
2021/10/25, 30, , , 8, , 1
2021/10/26, 42, , , 8, , 1
2021/10/27, 57, , , 7, , 1
2021/10/28, 34, , , 9, , 1
2021/10/29, 35, 16, 21, 8, , 1
2021/10/30, 47, 20, 14, 8, , 1
2021/10/31, 69, 28, 13, 11, , 1
2021/11/1, 54, 34, 2, 21, , 4
2021/11/2, 74, 24, 10, 18, , 1
2021/11/3, 49, 14, 14, 12, , 1
2021/11/4, 33, 15, 14, 11, , 1
2021/11/5, 43, 13, 23, 8, , 1
2021/11/6, 17, 10, 29, 7, , 1
2021/11/7, 13, 9, 20, 8, , 1
2021/11/8, 30, 20, , 7, , 1
2021/11/9, 24, 29, , 9, , 1
2021/11/10, 18, 11, , 9, , 1
2021/11/11, 31, , , 8, , 1
