date, pm25, pm10, o3, no2, so2, co
2021/7/7, 41, 32, , 39, , 5
2021/7/8, 56, 28, , 33, , 5
2021/7/9, 50, 25, , 23, , 3
2021/7/10, 48, 16, , 18, , 2
2021/7/11, 36, 18, , 20, , 2
2021/7/12, 33, 29, , 28, , 
2021/7/13, 51, 33, , 34, , 
2021/7/14, 60, 29, , 35, 1, 
2021/7/15, 56, 22, , 25, 1, 
2021/7/16, 46, 22, , 25, , 
2021/7/17, 47, 20, , 25, , 
2021/7/18, 46, 14, , 20, , 
2021/7/19, 29, 15, , 16, , 
2021/7/20, 27, 16, , 20, , 
2021/7/21, 24, 8, , 12, , 
2021/7/22, 12, 16, , 16, , 1
2021/7/23, 21, 11, , 16, , 2
2021/7/24, 21, 20, , 23, , 3
2021/7/25, 37, 24, , 27, , 4
2021/7/26, 39, 29, , 31, 1, 5
2021/7/27, 41, 25, , 28, , 2
2021/7/28, 48, 16, , 18, 1, 2
2021/7/29, 35, 30, , 33, 1, 4
2021/7/30, 58, 17, , 15, 1, 1
2021/7/31, 23, 30, , 27, , 2
2021/8/1, 54, 29, , 23, 1, 3
2021/8/2, 66, 11, , 13, 1, 1
2021/8/3, 28, 16, , 24, 1, 2
2021/8/4, 28, 21, , 30, 1, 5
2021/8/5, 42, 24, , 26, , 3
2021/8/6, 54, 25, , 23, , 3
2021/8/7, 57, 27, , 30, , 3
2021/8/8, 52, 39, , 37, 1, 10
2021/8/9, 75, 33, , 35, , 4
2021/8/10, 67, , , 28, , 3
2021/8/16, 60, 31, , 33, 1, 4
