date, pm25, pm10, o3, no2, so2, co
2021/12/29, 59, 15, , 24, , 4
2021/12/30, 49, 10, , 17, , 3
2021/12/31, 38, 9, , 11, , 4
2022/1/1, 29, 3, , 9, , 2
2022/1/2, 10, 7, , 12, , 2
2021/7/1, 22, 20, , 7, , 1
2021/7/2, 22, 16, , 6, , 
2021/7/3, 20, 20, , 6, , 2
2021/7/4, 28, 18, , 7, , 
2021/7/5, 27, 24, , 8, , 1
2021/7/6, 39, 28, , 8, , 1
2021/7/7, 39, 36, , 10, , 1
2021/7/8, 47, 47, , 13, , 2
2021/7/9, 53, 38, , 10, , 3
2021/7/10, 51, 26, , 9, , 1
2021/7/11, 42, 26, , 9, , 1
2021/7/12, 40, 31, , 9, , 2
2021/7/13, 47, 35, , 9, , 1
2021/7/14, 49, 37, , 12, , 2
2021/7/15, 51, 32, , 12, , 2
2021/7/16, 47, 34, , 10, , 2
2021/7/17, 49, 27, , 9, , 2
2021/7/18, 46, 19, , 5, , 
2021/7/19, 27, 21, , 6, , 1
2021/7/20, 24, 29, , , , 1
2021/7/21, 26, 16, , , , 
2021/7/22, 15, 24, , , , 
2021/7/23, 23, 20, , , , 1
2021/7/24, 22, 25, , , , 2
2021/7/25, 38, 24, , , , 1
2021/7/26, 33, 37, , , , 4
2021/7/27, 45, 29, , , , 2
2021/7/28, 50, 21, , , , 1
2021/7/29, 33, 23, , , , 1
2021/7/30, 43, 18, , 4, , 
2021/7/31, 21, 28, , 5, , 
2021/8/1, 47, 27, , 6, , 2
2021/8/2, 49, 14, , 4, , 
2021/8/3, 24, 28, , 8, , 1
2021/8/4, 31, 27, , 10, , 2
2021/8/5, 37, 23, , 9, , 2
2021/8/6, 47, 30, , 8, , 2
2021/8/7, 57, 29, , 9, , 2
2021/8/8, 46, 48, , 12, , 7
2021/8/9, 73, 39, , 12, , 3
2021/8/10, 60, 19, , 8, , 2
2021/8/11, 45, 22, , , , 1
2021/8/12, 49, 12, , , , 
2021/8/13, 21, 13, , , , 
2021/8/14, 34, 22, , , , 4
2021/8/15, 48, 19, , , , 2
2021/8/16, 42, 28, , , , 2
2021/8/17, 52, 26, , , , 1
2021/8/18, 53, 21, , , , 1
2021/8/19, 46, 30, , , , 1
2021/8/20, 34, 22, , , , 
2021/8/21, 22, 16, , , , 1
2021/8/22, 31, 17, , , , 1
2021/8/23, 25, , , , , 2
2021/9/4, 17, 9, , 10, , 1
2021/9/5, 14, 15, , 14, , 1
2021/9/6, 15, 12, , 10, , 1
2021/9/7, 13, 13, , 7, , 1
2021/9/8, 14, 16, , 9, , 1
2021/9/9, 26, 18, , 13, , 3
2021/9/10, 33, 21, , 15, , 4
2021/9/11, 40, 24, , 10, , 2
2021/9/12, 54, 23, , 8, , 1
2021/9/13, 46, 12, , 7, , 1
2021/9/14, 9, 16, , 12, , 1
2021/9/15, 15, 15, , 14, , 2
2021/9/16, 18, 17, , 20, , 2
2021/9/17, 28, 18, , 14, , 4
2021/9/18, 32, 14, , 7, , 
2021/9/19, 19, 4, , 8, , 
2021/9/20, 15, 4, , 10, , 
2021/9/21, 11, 7, , 14, , 1
2021/9/22, 20, 12, , 14, , 2
2021/9/23, 26, 11, , 12, , 1
2021/9/24, 13, 11, , 13, , 1
2021/9/25, 23, 6, , 10, , 1
2021/9/26, 10, 23, , 16, , 2
2021/9/27, 28, 22, , 16, , 3
2021/9/28, 31, 44, , 23, , 7
2021/9/29, 51, 26, , 18, , 3
2021/9/30, 37, 33, , 19, , 3
2021/4/1, 16, 22, , 28, , 4
2021/4/2, 25, 30, , 28, , 7
2021/4/3, 44, 30, , 26, , 4
2021/4/4, 35, 27, , 17, , 2
2021/4/5, 20, 40, , 21, , 2
2021/4/6, 38, 31, , 22, , 3
2021/4/7, 41, 10, , 17, , 3
2021/4/8, 21, 30, , 13, , 2
2021/4/9, 22, 40, , 19, , 2
